CustomerKey,GeographyKey,CustomerAlternateKey,MaritalStatus,Gender,SalaryYear,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
27078,361,AW00027078,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,46,1
27079,369,AW00027079,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,46,1
27080,311,AW00027080,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,46,1
27081,307,AW00027081,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,46,1
27082,60,AW00027082,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,46,1
27083,627,AW00027083,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,46,1
27084,71,AW00027084,M,M,40000,1,1,Bachelors,Skilled Manual,0,0,0-1 Miles,North America,46,1
27085,58,AW00027085,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,46,1
27086,644,AW00027086,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,47,1
27087,359,AW00027087,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,46,1
27088,548,AW00027088,S,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,41,1
27089,611,AW00027089,S,F,60000,2,2,Bachelors,Skilled Manual,0,0,0-1 Miles,North America,47,1
27090,336,AW00027090,M,F,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,47,1
27091,616,AW00027091,M,M,60000,1,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,45,1
27092,307,AW00027092,S,F,70000,2,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,40,1
27093,314,AW00027093,S,F,70000,3,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,45,1
27094,348,AW00027094,S,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,36,1
27095,374,AW00027095,M,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,47,1
27096,627,AW00027096,M,M,70000,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,42,1
27097,623,AW00027097,M,F,70000,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,48,1
27098,607,AW00027098,M,F,70000,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,48,0
27099,50,AW00027099,M,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
27100,50,AW00027100,M,M,60000,1,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,41,0
27101,51,AW00027101,S,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
27102,55,AW00027102,S,F,60000,1,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,46,1
27103,632,AW00027103,S,F,70000,3,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
27104,298,AW00027104,M,M,70000,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
27105,302,AW00027105,S,M,70000,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
27106,338,AW00027106,S,F,70000,4,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,47,1
27107,338,AW00027107,M,F,70000,4,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,46,1
27108,315,AW00027108,S,F,50000,2,2,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,49,1
27109,536,AW00027109,M,F,80000,3,3,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,50,0
27110,49,AW00027110,M,M,80000,3,3,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,50,0
27111,68,AW00027111,M,M,60000,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,50,0
27112,50,AW00027112,S,M,60000,0,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,50,0
27113,618,AW00027113,M,F,60000,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,50,0
27114,310,AW00027114,M,M,70000,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,44,1
27115,536,AW00027115,M,F,70000,5,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,50,0
27116,609,AW00027116,S,F,70000,5,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,51,1
27117,609,AW00027117,M,M,70000,5,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,50,1
27118,205,AW00027118,M,F,30000,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,41,1
27119,157,AW00027119,M,F,30000,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,40,1
27120,150,AW00027120,M,M,30000,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,41,1
27121,248,AW00027121,S,F,20000,0,0,Partial College,Manual,0,1,2-5 Miles,Europe,42,1
27122,216,AW00027122,S,M,20000,0,0,Partial College,Manual,0,1,2-5 Miles,Europe,47,1
27123,185,AW00027123,S,F,30000,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,41,1
27124,184,AW00027124,M,M,30000,0,0,Bachelors,Clerical,0,0,0-1 Miles,Europe,47,1
27125,233,AW00027125,M,M,30000,0,0,Bachelors,Clerical,1,0,1-2 Miles,Europe,47,1
27126,210,AW00027126,S,M,40000,0,0,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,36,1
27127,151,AW00027127,S,F,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,47,1
27128,182,AW00027128,S,F,40000,0,0,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,41,1
27129,167,AW00027129,S,F,60000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,Europe,36,1
27130,237,AW00027130,S,M,60000,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,Europe,47,1
27131,259,AW00027131,S,M,60000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,Europe,41,1
27132,231,AW00027132,S,M,10000,3,0,Partial College,Manual,0,2,0-1 Miles,Europe,64,1
27133,190,AW00027133,M,M,20000,2,0,Partial College,Manual,0,1,1-2 Miles,Europe,64,1
27134,200,AW00027134,S,M,20000,2,0,Partial College,Manual,0,1,0-1 Miles,Europe,64,1
27135,209,AW00027135,S,M,10000,2,1,High School,Manual,0,2,0-1 Miles,Europe,63,0
27136,161,AW00027136,M,F,10000,2,2,High School,Manual,1,1,0-1 Miles,Europe,48,1
27137,255,AW00027137,S,F,10000,3,3,High School,Manual,0,0,0-1 Miles,Europe,48,1
27138,219,AW00027138,M,F,20000,1,1,Partial College,Manual,1,0,2-5 Miles,Europe,43,1
27139,123,AW00027139,S,M,20000,1,1,Partial College,Manual,0,0,0-1 Miles,Europe,38,1
27140,235,AW00027140,S,M,20000,1,1,Partial College,Manual,1,0,2-5 Miles,Europe,48,1
27141,271,AW00027141,M,F,30000,1,0,Bachelors,Clerical,1,0,1-2 Miles,Europe,48,1
27142,222,AW00027142,S,F,30000,1,1,Bachelors,Clerical,1,0,1-2 Miles,Europe,43,1
27143,221,AW00027143,S,M,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,48,1
27144,2,AW00027144,S,M,60000,3,3,Bachelors,Professional,1,1,2-5 Miles,Pacific,40,0
27145,27,AW00027145,S,F,60000,3,3,Bachelors,Professional,1,1,2-5 Miles,Pacific,40,0
27146,26,AW00027146,S,M,60000,3,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,51,0
27147,29,AW00027147,S,M,70000,5,5,Bachelors,Professional,1,4,10+ Miles,Pacific,51,0
27148,24,AW00027148,S,M,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,51,0
27149,40,AW00027149,M,M,60000,3,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,52,0
27150,17,AW00027150,M,F,60000,3,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,52,0
27151,274,AW00027151,S,F,20000,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,38,0
27152,252,AW00027152,S,F,20000,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,43,0
27153,211,AW00027153,S,F,30000,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,42,0
27154,121,AW00027154,S,F,30000,0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,42,1
27155,196,AW00027155,M,M,20000,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,37,0
27156,271,AW00027156,M,F,20000,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,36,0
27157,170,AW00027157,M,M,20000,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,36,0
27158,238,AW00027158,M,M,20000,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,36,0
27159,214,AW00027159,S,F,20000,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,36,1
27160,128,AW00027160,M,F,30000,0,0,High School,Manual,0,1,1-2 Miles,Europe,39,0
27161,126,AW00027161,S,M,30000,0,0,High School,Manual,0,1,2-5 Miles,Europe,38,1
27162,266,AW00027162,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,42,1
27163,197,AW00027163,S,M,10000,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,39,0
27164,231,AW00027164,S,M,20000,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,44,0
27165,243,AW00027165,S,M,20000,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,44,0
27166,215,AW00027166,S,F,30000,0,0,High School,Manual,0,1,1-2 Miles,Europe,43,1
27167,210,AW00027167,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,43,1
27168,267,AW00027168,M,M,20000,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,39,0
27169,171,AW00027169,S,M,30000,0,0,High School,Manual,1,1,2-5 Miles,Europe,45,1
27170,219,AW00027170,M,M,30000,0,0,High School,Manual,0,1,1-2 Miles,Europe,44,1
27171,263,AW00027171,S,F,30000,0,0,High School,Manual,0,1,2-5 Miles,Europe,44,1
27172,130,AW00027172,S,F,10000,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,45,0
27173,144,AW00027173,M,F,10000,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,45,0
27174,160,AW00027174,S,M,40000,2,2,Partial College,Clerical,0,0,0-1 Miles,Europe,44,0
27175,248,AW00027175,S,M,40000,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,44,1
27176,176,AW00027176,M,M,20000,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,45,0
27177,266,AW00027177,M,M,20000,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,45,0
27178,143,AW00027178,S,M,20000,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,45,0
27179,231,AW00027179,S,M,30000,0,0,High School,Manual,0,1,2-5 Miles,Europe,40,1
27180,119,AW00027180,S,M,30000,0,0,High School,Manual,0,1,2-5 Miles,Europe,40,1
27181,218,AW00027181,S,M,40000,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,46,1
27182,201,AW00027182,M,M,40000,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,46,1
27183,120,AW00027183,S,M,40000,2,2,Partial College,Clerical,1,1,1-2 Miles,Europe,40,1
27184,173,AW00027184,S,M,40000,2,2,Partial College,Clerical,0,1,0-1 Miles,Europe,45,0
27185,236,AW00027185,S,F,40000,2,2,Partial College,Clerical,0,2,0-1 Miles,Europe,45,1
27186,278,AW00027186,S,F,40000,2,2,Partial College,Clerical,0,2,0-1 Miles,Europe,46,1
27187,162,AW00027187,M,M,40000,2,2,Partial College,Clerical,1,2,1-2 Miles,Europe,46,0
27188,170,AW00027188,S,F,40000,2,2,Partial College,Clerical,1,2,1-2 Miles,Europe,41,0
27189,343,AW00027189,M,F,40000,3,3,Partial College,Clerical,1,1,1-2 Miles,North America,41,0
27190,301,AW00027190,M,F,40000,3,3,Partial College,Clerical,1,1,1-2 Miles,North America,42,0
27191,58,AW00027191,S,M,40000,3,3,Partial College,Clerical,0,2,0-1 Miles,North America,42,0
27192,337,AW00027192,S,F,40000,3,3,Partial College,Clerical,0,2,0-1 Miles,North America,42,0
27193,336,AW00027193,S,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,42,1
27194,542,AW00027194,M,M,40000,1,0,Graduate Degree,Skilled Manual,1,1,1-2 Miles,North America,85,0
27195,360,AW00027195,M,M,80000,5,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,79,1
27196,66,AW00027196,S,F,80000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,45,0
27197,611,AW00027197,M,M,80000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,44,0
27198,612,AW00027198,S,F,80000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,50,0
27199,616,AW00027199,M,M,80000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,50,1
27200,543,AW00027200,S,F,80000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,50,0
27201,627,AW00027201,M,M,80000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,50,1
27202,638,AW00027202,S,M,80000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,50,0
27203,547,AW00027203,S,F,20000,3,0,Partial High School,Clerical,0,2,0-1 Miles,North America,56,0
27204,307,AW00027204,S,M,30000,1,0,High School,Clerical,0,1,5-10 Miles,North America,62,0
27205,312,AW00027205,M,F,30000,1,0,High School,Clerical,1,1,2-5 Miles,North America,62,1
27206,360,AW00027206,M,M,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,62,1
27207,609,AW00027207,S,F,20000,3,0,Partial High School,Clerical,1,2,1-2 Miles,North America,55,0
27208,70,AW00027208,S,M,20000,3,0,Partial High School,Clerical,0,2,0-1 Miles,North America,56,0
27209,302,AW00027209,S,M,20000,3,0,Partial High School,Clerical,0,2,1-2 Miles,North America,56,0
27210,301,AW00027210,S,M,20000,3,0,Partial High School,Clerical,0,2,1-2 Miles,North America,56,0
27211,545,AW00027211,M,M,30000,1,0,High School,Clerical,1,1,2-5 Miles,North America,61,1
27212,337,AW00027212,M,F,30000,1,0,High School,Clerical,0,1,1-2 Miles,North America,61,1
27213,641,AW00027213,S,F,20000,3,0,Partial High School,Clerical,0,2,0-1 Miles,North America,61,0
27214,300,AW00027214,M,F,20000,3,0,Partial High School,Clerical,0,2,0-1 Miles,North America,60,0
27215,60,AW00027215,S,F,20000,3,0,Partial High School,Clerical,0,2,0-1 Miles,North America,60,0
27216,361,AW00027216,M,F,30000,2,0,High School,Skilled Manual,0,2,0-1 Miles,North America,60,0
27217,635,AW00027217,S,F,20000,2,1,Partial High School,Clerical,0,2,0-1 Miles,North America,60,0
27218,369,AW00027218,M,F,20000,2,1,Partial High School,Clerical,0,2,0-1 Miles,North America,59,0
27219,335,AW00027219,S,M,20000,2,1,Partial High School,Clerical,0,2,0-1 Miles,North America,59,0
27220,374,AW00027220,S,M,20000,2,1,Partial High School,Clerical,0,2,0-1 Miles,North America,59,0
27221,642,AW00027221,S,M,20000,2,1,Partial High School,Clerical,1,2,1-2 Miles,North America,59,0
27222,307,AW00027222,M,F,20000,2,1,Partial High School,Clerical,1,2,1-2 Miles,North America,59,0
27223,644,AW00027223,M,M,20000,2,1,Partial High School,Clerical,1,2,1-2 Miles,North America,59,0
27224,552,AW00027224,M,F,20000,2,1,Partial High School,Clerical,0,2,0-1 Miles,North America,59,0
27225,368,AW00027225,M,M,30000,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,59,0
27226,542,AW00027226,M,M,30000,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,58,1
27227,316,AW00027227,S,F,30000,2,0,High School,Skilled Manual,0,2,0-1 Miles,North America,58,1
27228,618,AW00027228,M,F,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,53,1
27229,360,AW00027229,M,M,40000,1,0,Partial College,Clerical,0,1,0-1 Miles,North America,58,0
27230,60,AW00027230,S,M,40000,2,0,Partial College,Clerical,0,1,0-1 Miles,North America,53,0
27231,310,AW00027231,S,M,40000,2,0,Partial College,Clerical,1,1,1-2 Miles,North America,57,1
27232,633,AW00027232,S,M,40000,2,0,Partial College,Clerical,0,1,1-2 Miles,North America,46,1
27233,372,AW00027233,S,M,40000,2,0,Partial College,Clerical,0,1,0-1 Miles,North America,57,0
27234,638,AW00027234,S,M,40000,2,0,Partial College,Clerical,1,1,1-2 Miles,North America,57,1
27235,635,AW00027235,S,M,40000,2,0,Partial College,Clerical,0,1,1-2 Miles,North America,57,1
27236,631,AW00027236,S,F,40000,2,0,Partial College,Clerical,0,1,0-1 Miles,North America,57,0
27237,322,AW00027237,M,F,40000,2,0,Partial College,Clerical,0,1,0-1 Miles,North America,52,0
27238,311,AW00027238,S,M,40000,2,0,Partial College,Clerical,0,1,0-1 Miles,North America,57,0
27239,326,AW00027239,S,M,40000,2,0,Partial College,Clerical,0,1,1-2 Miles,North America,52,1
27240,648,AW00027240,S,M,40000,4,4,Partial College,Clerical,1,1,1-2 Miles,North America,39,1
27241,383,AW00027241,M,M,50000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,38,0
27242,59,AW00027242,M,M,40000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,43,1
27243,68,AW00027243,S,F,40000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,43,0
27244,553,AW00027244,M,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,43,0
27245,331,AW00027245,M,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,38,0
27246,335,AW00027246,M,M,40000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,43,0
27247,335,AW00027247,M,M,40000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,43,0
27248,633,AW00027248,M,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,44,0
27249,369,AW00027249,M,F,70000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,45,0
27250,612,AW00027250,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,45,1
27251,326,AW00027251,M,F,50000,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,45,1
27252,59,AW00027252,M,F,50000,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,45,1
27253,49,AW00027253,M,M,50000,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,44,1
27254,611,AW00027254,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,44,1
27255,542,AW00027255,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,44,1
27256,632,AW00027256,M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,North America,44,1
27257,307,AW00027257,S,F,60000,1,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,39,1
27258,311,AW00027258,S,M,60000,1,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,44,1
27259,62,AW00027259,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,41,1
27260,301,AW00027260,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,46,1
27261,612,AW00027261,M,M,40000,1,1,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,46,1
27262,634,AW00027262,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,46,1
27263,359,AW00027263,M,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
27264,635,AW00027264,S,M,60000,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,47,1
27265,53,AW00027265,S,F,60000,2,2,Bachelors,Skilled Manual,0,0,0-1 Miles,North America,47,1
27266,361,AW00027266,S,F,60000,2,2,Bachelors,Skilled Manual,0,0,0-1 Miles,North America,41,1
27267,63,AW00027267,S,F,60000,2,2,Bachelors,Skilled Manual,0,0,0-1 Miles,North America,41,1
27268,307,AW00027268,S,F,60000,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,47,1
27269,644,AW00027269,S,F,60000,1,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,42,1
27270,55,AW00027270,M,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,45,1
27271,614,AW00027271,M,F,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,39,1
27272,545,AW00027272,M,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,40,1
27273,334,AW00027273,S,M,70000,3,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,45,1
27274,336,AW00027274,S,M,70000,3,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,45,1
27275,372,AW00027275,M,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,47,1
27276,299,AW00027276,S,F,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,48,1
27277,316,AW00027277,M,M,60000,1,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,41,1
27278,347,AW00027278,M,M,40000,4,4,High School,Skilled Manual,1,3,10+ Miles,North America,43,0
27279,618,AW00027279,S,F,70000,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,48,1
27280,301,AW00027280,M,F,70000,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,48,1
27281,403,AW00027281,S,F,70000,2,2,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,48,1
27282,41,AW00027282,M,M,40000,5,5,High School,Skilled Manual,0,1,0-1 Miles,North America,43,0
27283,49,AW00027283,S,M,40000,5,5,High School,Skilled Manual,1,2,2-5 Miles,North America,49,0
27284,637,AW00027284,M,F,40000,0,0,Bachelors,Professional,0,1,0-1 Miles,North America,49,0
27285,60,AW00027285,S,M,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1
27286,432,AW00027286,S,M,60000,1,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,46,1
27287,338,AW00027287,M,M,70000,4,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,41,1
27288,345,AW00027288,S,F,70000,4,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,46,1
27289,343,AW00027289,S,F,50000,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,49,1
27290,633,AW00027290,M,M,80000,3,3,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,45,0
27291,612,AW00027291,S,M,80000,3,3,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,50,1
27292,546,AW00027292,S,F,60000,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,50,1
27293,325,AW00027293,M,F,60000,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,50,0
27294,358,AW00027294,S,F,70000,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,50,1
27295,626,AW00027295,S,M,70000,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,50,1
27296,316,AW00027296,S,M,70000,4,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,50,1
27297,49,AW00027297,S,F,60000,2,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,47,1
27298,50,AW00027298,S,F,60000,2,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,41,1
27299,13,AW00027299,M,M,120000,0,5,Partial High School,Management,1,4,10+ Miles,Pacific,39,1
27300,51,AW00027300,M,M,70000,4,3,Partial College,Professional,1,1,10+ Miles,North America,63,0
27301,302,AW00027301,M,M,70000,4,3,Partial College,Professional,1,1,10+ Miles,North America,63,0
27302,207,AW00027302,M,M,100000,2,3,Partial College,Professional,1,4,5-10 Miles,Europe,59,0
27303,200,AW00027303,M,M,110000,2,4,Partial College,Professional,1,3,5-10 Miles,Europe,59,0
27304,189,AW00027304,S,F,110000,2,4,Partial College,Professional,0,3,5-10 Miles,Europe,53,0
27305,265,AW00027305,M,M,170000,2,3,Bachelors,Management,1,3,0-1 Miles,Europe,59,1
27306,195,AW00027306,S,M,110000,2,4,Partial College,Professional,0,4,5-10 Miles,Europe,60,0
27307,151,AW00027307,M,M,120000,3,4,High School,Professional,1,4,5-10 Miles,Europe,60,0
27308,231,AW00027308,S,F,120000,3,4,High School,Professional,0,4,5-10 Miles,Europe,60,0
27309,149,AW00027309,M,M,130000,3,4,Partial College,Professional,1,3,0-1 Miles,Europe,61,1
27310,121,AW00027310,M,F,80000,3,2,Partial College,Professional,0,1,2-5 Miles,Europe,62,0
27311,190,AW00027311,M,F,80000,4,2,Partial College,Professional,1,1,10+ Miles,Europe,57,0
27312,172,AW00027312,S,F,110000,3,4,Bachelors,Management,1,4,10+ Miles,Europe,72,0
27313,209,AW00027313,M,F,70000,5,1,High School,Professional,1,3,10+ Miles,Europe,71,0
27314,165,AW00027314,S,M,80000,5,0,Bachelors,Management,0,2,2-5 Miles,Europe,66,0
27315,175,AW00027315,M,M,100000,2,3,Graduate Degree,Management,1,4,10+ Miles,Europe,71,0
27316,161,AW00027316,M,M,120000,4,5,Bachelors,Management,1,1,10+ Miles,Europe,70,1
27317,259,AW00027317,M,M,150000,3,4,Graduate Degree,Management,1,4,0-1 Miles,Europe,70,0
27318,196,AW00027318,M,M,80000,4,2,Partial College,Professional,1,1,10+ Miles,Europe,56,0
27319,279,AW00027319,M,M,90000,3,1,High School,Professional,0,2,2-5 Miles,Europe,46,1
27320,161,AW00027320,M,M,70000,4,3,High School,Professional,1,1,10+ Miles,Europe,63,0
27321,175,AW00027321,M,M,80000,4,2,Partial College,Professional,1,2,2-5 Miles,Europe,63,0
27322,204,AW00027322,S,M,90000,3,2,Partial College,Professional,0,1,2-5 Miles,Europe,52,0
27323,189,AW00027323,S,F,80000,4,1,Partial College,Professional,1,2,10+ Miles,Europe,64,0
27324,190,AW00027324,S,F,80000,4,1,High School,Professional,0,2,2-5 Miles,Europe,64,1
27325,157,AW00027325,M,M,100000,3,4,Partial College,Professional,1,4,10+ Miles,Europe,64,0
27326,224,AW00027326,S,F,80000,5,2,High School,Professional,1,2,10+ Miles,Europe,65,0
27327,175,AW00027327,S,F,110000,4,5,Partial College,Management,1,2,10+ Miles,Europe,60,0
27328,187,AW00027328,S,M,80000,5,1,High School,Management,1,3,10+ Miles,Europe,67,0
27329,188,AW00027329,M,F,80000,5,1,High School,Management,0,3,5-10 Miles,Europe,67,0
27330,147,AW00027330,M,M,120000,4,5,Partial College,Management,1,3,10+ Miles,Europe,62,0
27331,231,AW00027331,M,F,130000,4,5,High School,Management,0,4,10+ Miles,Europe,67,0
27332,179,AW00027332,M,M,90000,4,1,High School,Management,1,3,10+ Miles,Europe,68,0
27333,176,AW00027333,M,F,100000,3,4,Partial College,Management,1,4,10+ Miles,Europe,68,0
27334,219,AW00027334,S,M,90000,5,0,Partial High School,Skilled Manual,0,2,5-10 Miles,Europe,69,0
27335,224,AW00027335,M,M,90000,5,0,Partial High School,Skilled Manual,1,2,10+ Miles,Europe,69,0
27336,162,AW00027336,S,M,120000,5,5,High School,Management,1,4,10+ Miles,Europe,69,0
27337,273,AW00027337,M,F,150000,5,5,Partial High School,Professional,1,4,0-1 Miles,Europe,69,0
27338,12,AW00027338,M,F,70000,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,41,1
27339,15,AW00027339,S,F,70000,0,0,Bachelors,Professional,0,2,5-10 Miles,Pacific,41,1
27340,16,AW00027340,S,M,80000,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,40,1
